rank,employer_id,sektor,wilayah,skala,status_A,score_A,status_B,score_B,status_C,score_C,coverage,composite_score,max_module_score,n_flags,band,summary
336,EMP-0992,Perkebunan & Agribisnis,Sulawesi Selatan,Besar,NORMAL,0.0,NORMAL,0.376,NORMAL,0.0,3,0.125,0.376,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
337,EMP-0422,Perdagangan & Ritel,Jawa Timur,Kecil,NORMAL,0.0,NORMAL,0.364,NORMAL,0.0,3,0.121,0.364,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
338,EMP-0135,Manufaktur,Sumatera Utara,Kecil,NORMAL,0.0,NORMAL,0.343,NORMAL,0.0,3,0.114,0.343,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
339,EMP-0364,Perdagangan & Ritel,DKI Jakarta,Menengah,NORMAL,0.0,NORMAL,0.335,NORMAL,0.0,3,0.112,0.335,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
340,EMP-0477,Perdagangan & Ritel,Sulawesi Selatan,Besar,NORMAL,0.0,NORMAL,0.334,NORMAL,0.0,3,0.111,0.334,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
341,EMP-0941,Perkebunan & Agribisnis,Jawa Timur,Kecil,NORMAL,0.0,NORMAL,0.317,NORMAL,0.0,3,0.106,0.317,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
342,EMP-0986,Perkebunan & Agribisnis,Sumatera Utara,Menengah,NORMAL,0.0,NORMAL,0.314,NORMAL,0.0,3,0.105,0.314,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
343,EMP-0336,Konstruksi,Sulawesi Selatan,Kecil,NORMAL,0.0,NORMAL,0.303,NORMAL,0.0,3,0.101,0.303,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
344,EMP-0148,Manufaktur,Sulawesi Selatan,Menengah,NORMAL,0.0,NORMAL,0.295,NORMAL,0.0,3,0.098,0.295,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
345,EMP-0105,Manufaktur,Sumatera Utara,Kecil,NORMAL,0.0,NORMAL,0.292,NORMAL,0.0,3,0.097,0.292,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
346,EMP-0424,Perdagangan & Ritel,Jawa Timur,Kecil,NORMAL,0.0,NORMAL,0.288,NORMAL,0.0,3,0.096,0.288,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
347,EMP-0334,Konstruksi,Sulawesi Selatan,Kecil,NORMAL,0.0,NORMAL,0.286,NORMAL,0.0,3,0.095,0.286,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
348,EMP-0177,Konstruksi,DKI Jakarta,Besar,NORMAL,0.0,NORMAL,0.283,NORMAL,0.0,3,0.094,0.283,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
349,EMP-0328,Konstruksi,Sulawesi Selatan,Kecil,NORMAL,0.0,NORMAL,0.278,NORMAL,0.0,3,0.093,0.278,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
350,EMP-0109,Manufaktur,Sumatera Utara,Kecil,NORMAL,0.0,NORMAL,0.277,NORMAL,0.0,3,0.092,0.277,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
351,EMP-0280,Konstruksi,Sumatera Utara,Besar,NORMAL,0.0,NORMAL,0.277,NORMAL,0.0,3,0.092,0.277,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
352,EMP-0021,Manufaktur,DKI Jakarta,Kecil,NORMAL,0.0,NORMAL,0.276,NORMAL,0.0,3,0.092,0.276,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
353,EMP-0435,Perdagangan & Ritel,Jawa Timur,Kecil,NORMAL,0.0,NORMAL,0.276,NORMAL,0.0,3,0.092,0.276,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
354,EMP-0953,Perkebunan & Agribisnis,Sumatera Utara,Menengah,NORMAL,0.0,NORMAL,0.272,NORMAL,0.0,3,0.091,0.272,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
355,EMP-0537,Jasa Keuangan,DKI Jakarta,Kecil,NORMAL,0.0,NORMAL,0.271,NORMAL,0.0,3,0.09,0.271,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
356,EMP-0003,Manufaktur,DKI Jakarta,Kecil,NORMAL,0.0,NORMAL,0.267,NORMAL,0.0,3,0.089,0.267,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
357,EMP-1019,Perkebunan & Agribisnis,Sulawesi Selatan,Besar,NORMAL,0.0,NORMAL,0.262,NORMAL,0.0,3,0.087,0.262,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
358,EMP-0297,Konstruksi,Sumatera Utara,Besar,NORMAL,0.0,NORMAL,0.26,NORMAL,0.0,3,0.087,0.26,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
359,EMP-0490,Perdagangan & Ritel,Sulawesi Selatan,Besar,NORMAL,0.0,NORMAL,0.254,NORMAL,0.0,3,0.085,0.254,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
360,EMP-0370,Perdagangan & Ritel,DKI Jakarta,Menengah,NORMAL,0.0,NORMAL,0.252,NORMAL,0.0,3,0.084,0.252,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
361,EMP-1011,Perkebunan & Agribisnis,Sulawesi Selatan,Besar,NORMAL,0.0,NORMAL,0.252,NORMAL,0.0,3,0.084,0.252,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
362,EMP-0286,Konstruksi,Sumatera Utara,Besar,NORMAL,0.0,NORMAL,0.251,NORMAL,0.0,3,0.084,0.251,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
363,EMP-0521,Jasa Keuangan,DKI Jakarta,Kecil,NORMAL,0.0,NORMAL,0.251,NORMAL,0.0,3,0.084,0.251,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
364,EMP-0278,Konstruksi,Sumatera Utara,Besar,NORMAL,0.0,NORMAL,0.249,NORMAL,0.0,3,0.083,0.249,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
365,EMP-0428,Perdagangan & Ritel,Jawa Timur,Kecil,NORMAL,0.0,NORMAL,0.247,NORMAL,0.0,3,0.082,0.247,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
366,EMP-0476,Perdagangan & Ritel,Sumatera Utara,Menengah,NORMAL,0.0,NORMAL,0.245,NORMAL,0.0,3,0.082,0.245,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
367,EMP-0119,Manufaktur,Sumatera Utara,Kecil,NORMAL,0.0,NORMAL,0.243,NORMAL,0.0,3,0.081,0.243,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
368,EMP-0468,Perdagangan & Ritel,Sumatera Utara,Menengah,NORMAL,0.0,NORMAL,0.241,NORMAL,0.0,3,0.08,0.241,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
369,EMP-0540,Jasa Keuangan,DKI Jakarta,Kecil,NORMAL,0.0,NORMAL,0.241,NORMAL,0.0,3,0.08,0.241,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
370,EMP-0322,Konstruksi,Sulawesi Selatan,Kecil,NORMAL,0.0,NORMAL,0.239,NORMAL,0.0,3,0.08,0.239,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
371,EMP-0873,Perkebunan & Agribisnis,DKI Jakarta,Menengah,NORMAL,0.0,NORMAL,0.237,NORMAL,0.0,3,0.079,0.237,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
372,EMP-0975,Perkebunan & Agribisnis,Sumatera Utara,Menengah,NORMAL,0.0,NORMAL,0.234,NORMAL,0.0,3,0.078,0.234,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
373,EMP-0302,Konstruksi,Sumatera Utara,Besar,NORMAL,0.0,NORMAL,0.233,NORMAL,0.0,3,0.078,0.233,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
374,EMP-0463,Perdagangan & Ritel,Sumatera Utara,Menengah,NORMAL,0.0,NORMAL,0.232,NORMAL,0.0,3,0.077,0.232,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
375,EMP-0326,Konstruksi,Sulawesi Selatan,Kecil,NORMAL,0.0,NORMAL,0.23,NORMAL,0.0,3,0.077,0.23,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
376,EMP-0345,Perdagangan & Ritel,DKI Jakarta,Menengah,NORMAL,0.0,NORMAL,0.23,NORMAL,0.0,3,0.077,0.23,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
377,EMP-0160,Manufaktur,Sulawesi Selatan,Menengah,NORMAL,0.0,NORMAL,0.225,NORMAL,0.0,3,0.075,0.225,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
378,EMP-0165,Manufaktur,Sulawesi Selatan,Menengah,NORMAL,0.0,NORMAL,0.225,NORMAL,0.0,3,0.075,0.225,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
379,EMP-0543,Jasa Keuangan,DKI Jakarta,Kecil,NORMAL,0.0,NORMAL,0.22,NORMAL,0.0,3,0.073,0.22,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
380,EMP-0184,Konstruksi,DKI Jakarta,Besar,NORMAL,0.0,NORMAL,0.219,NORMAL,0.0,3,0.073,0.219,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
381,EMP-0926,Perkebunan & Agribisnis,Jawa Timur,Kecil,NORMAL,0.0,NORMAL,0.219,NORMAL,0.0,3,0.073,0.219,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
382,EMP-0020,Manufaktur,DKI Jakarta,Kecil,NORMAL,0.0,NORMAL,0.21,NORMAL,0.0,3,0.07,0.21,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
383,EMP-0962,Perkebunan & Agribisnis,Sumatera Utara,Menengah,NORMAL,0.0,NORMAL,0.21,NORMAL,0.0,3,0.07,0.21,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
384,EMP-0482,Perdagangan & Ritel,Sulawesi Selatan,Besar,NORMAL,0.0,NORMAL,0.208,NORMAL,0.0,3,0.069,0.208,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
385,EMP-0426,Perdagangan & Ritel,Jawa Timur,Kecil,NORMAL,0.0,NORMAL,0.205,NORMAL,0.0,3,0.068,0.205,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
386,EMP-0486,Perdagangan & Ritel,Sulawesi Selatan,Besar,NORMAL,0.0,NORMAL,0.202,NORMAL,0.0,3,0.067,0.202,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
387,EMP-0034,Manufaktur,DKI Jakarta,Kecil,EXPLAINED_BY_RESIGN,0.0,NORMAL,0.201,NORMAL,0.0,3,0.067,0.201,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
388,EMP-0488,Perdagangan & Ritel,Sulawesi Selatan,Besar,NORMAL,0.0,NORMAL,0.201,NORMAL,0.0,3,0.067,0.201,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
389,EMP-0956,Perkebunan & Agribisnis,Sumatera Utara,Menengah,NORMAL,0.0,NORMAL,0.2,NORMAL,0.0,3,0.067,0.2,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
390,EMP-0433,Perdagangan & Ritel,Jawa Timur,Kecil,NORMAL,0.0,NORMAL,0.195,NORMAL,0.0,3,0.065,0.195,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
391,EMP-0352,Perdagangan & Ritel,DKI Jakarta,Menengah,NORMAL,0.0,NORMAL,0.192,NORMAL,0.0,3,0.064,0.192,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
392,EMP-0157,Manufaktur,Sulawesi Selatan,Menengah,NORMAL,0.0,NORMAL,0.191,NORMAL,0.0,3,0.064,0.191,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
393,EMP-0514,Jasa Keuangan,DKI Jakarta,Kecil,NORMAL,0.0,NORMAL,0.188,NORMAL,0.0,3,0.063,0.188,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
394,EMP-0924,Perkebunan & Agribisnis,Jawa Timur,Kecil,NORMAL,0.0,NORMAL,0.188,NORMAL,0.0,3,0.063,0.188,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
395,EMP-0356,Perdagangan & Ritel,DKI Jakarta,Menengah,NORMAL,0.0,NORMAL,0.186,NORMAL,0.0,3,0.062,0.186,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
396,EMP-0365,Perdagangan & Ritel,DKI Jakarta,Menengah,NORMAL,0.0,NORMAL,0.185,NORMAL,0.0,3,0.062,0.185,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
397,EMP-1008,Perkebunan & Agribisnis,Sulawesi Selatan,Besar,NORMAL,0.0,NORMAL,0.18,NORMAL,0.0,3,0.06,0.18,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
398,EMP-0497,Perdagangan & Ritel,Sulawesi Selatan,Besar,NORMAL,0.0,NORMAL,0.178,NORMAL,0.0,3,0.059,0.178,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
399,EMP-0136,Manufaktur,Sumatera Utara,Kecil,NORMAL,0.0,NORMAL,0.175,NORMAL,0.0,3,0.058,0.175,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
400,EMP-0175,Konstruksi,DKI Jakarta,Besar,NORMAL,0.0,NORMAL,0.175,NORMAL,0.0,3,0.058,0.175,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
401,EMP-0276,Konstruksi,Sumatera Utara,Besar,NORMAL,0.0,NORMAL,0.175,NORMAL,0.0,3,0.058,0.175,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
402,EMP-0538,Jasa Keuangan,DKI Jakarta,Kecil,NORMAL,0.0,NORMAL,0.175,NORMAL,0.0,3,0.058,0.175,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
403,EMP-0942,Perkebunan & Agribisnis,Jawa Timur,Kecil,NORMAL,0.0,NORMAL,0.174,NORMAL,0.0,3,0.058,0.174,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
404,EMP-0530,Jasa Keuangan,DKI Jakarta,Kecil,NORMAL,0.0,NORMAL,0.171,NORMAL,0.0,3,0.057,0.171,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
405,EMP-0505,Perdagangan & Ritel,Sulawesi Selatan,Besar,NORMAL,0.0,NORMAL,0.167,NORMAL,0.0,3,0.056,0.167,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
406,EMP-0311,Konstruksi,Sulawesi Selatan,Kecil,NORMAL,0.0,NORMAL,0.165,NORMAL,0.0,3,0.055,0.165,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
407,EMP-0472,Perdagangan & Ritel,Sumatera Utara,Menengah,NORMAL,0.0,NORMAL,0.164,NORMAL,0.0,3,0.055,0.164,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
408,EMP-0131,Manufaktur,Sumatera Utara,Kecil,NORMAL,0.0,NORMAL,0.163,NORMAL,0.0,3,0.054,0.163,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
409,EMP-0033,Manufaktur,DKI Jakarta,Kecil,NORMAL,0.0,NORMAL,0.162,NORMAL,0.0,3,0.054,0.162,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
410,EMP-0275,Konstruksi,Sumatera Utara,Besar,NORMAL,0.0,NORMAL,0.162,NORMAL,0.0,3,0.054,0.162,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
411,EMP-0153,Manufaktur,Sulawesi Selatan,Menengah,NORMAL,0.0,NORMAL,0.151,NORMAL,0.0,3,0.05,0.151,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
412,EMP-0451,Perdagangan & Ritel,Sumatera Utara,Menengah,EXPLAINED_BY_RESIGN,0.0,NORMAL,0.151,NORMAL,0.0,3,0.05,0.151,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
413,EMP-0952,Perkebunan & Agribisnis,Jawa Timur,Kecil,NORMAL,0.0,NORMAL,0.148,NORMAL,0.0,3,0.049,0.148,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
414,EMP-0933,Perkebunan & Agribisnis,Jawa Timur,Kecil,NORMAL,0.0,NORMAL,0.147,NORMAL,0.0,3,0.049,0.147,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
415,EMP-0879,Perkebunan & Agribisnis,DKI Jakarta,Menengah,NORMAL,0.0,NORMAL,0.144,NORMAL,0.0,3,0.048,0.144,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
416,EMP-0536,Jasa Keuangan,DKI Jakarta,Kecil,NORMAL,0.0,NORMAL,0.142,NORMAL,0.0,3,0.047,0.142,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
417,EMP-0004,Manufaktur,DKI Jakarta,Kecil,NORMAL,0.0,NORMAL,0.141,NORMAL,0.0,3,0.047,0.141,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
418,EMP-0030,Manufaktur,DKI Jakarta,Kecil,NORMAL,0.0,NORMAL,0.14,NORMAL,0.0,3,0.047,0.14,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
419,EMP-0145,Manufaktur,Sulawesi Selatan,Menengah,NORMAL,0.0,NORMAL,0.138,NORMAL,0.0,3,0.046,0.138,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
420,EMP-0156,Manufaktur,Sulawesi Selatan,Menengah,NORMAL,0.0,NORMAL,0.137,NORMAL,0.0,3,0.046,0.137,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
421,EMP-0517,Jasa Keuangan,DKI Jakarta,Kecil,NORMAL,0.0,NORMAL,0.135,NORMAL,0.0,3,0.045,0.135,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
422,EMP-0520,Jasa Keuangan,DKI Jakarta,Kecil,NORMAL,0.0,NORMAL,0.13,NORMAL,0.0,3,0.043,0.13,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
423,EMP-0191,Konstruksi,DKI Jakarta,Besar,NORMAL,0.0,NORMAL,0.128,NORMAL,0.0,3,0.043,0.128,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
424,EMP-0445,Perdagangan & Ritel,Sumatera Utara,Menengah,NORMAL,0.0,NORMAL,0.128,NORMAL,0.0,3,0.043,0.128,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
425,EMP-0471,Perdagangan & Ritel,Sumatera Utara,Menengah,NORMAL,0.0,NORMAL,0.127,NORMAL,0.0,3,0.042,0.127,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
426,EMP-0323,Konstruksi,Sulawesi Selatan,Kecil,NORMAL,0.0,NORMAL,0.12,NORMAL,0.0,3,0.04,0.12,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
427,EMP-0410,Perdagangan & Ritel,Jawa Timur,Kecil,NORMAL,0.0,NORMAL,0.118,NORMAL,0.0,3,0.039,0.118,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
428,EMP-0442,Perdagangan & Ritel,Jawa Timur,Kecil,NORMAL,0.0,NORMAL,0.118,NORMAL,0.0,3,0.039,0.118,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
429,EMP-0484,Perdagangan & Ritel,Sulawesi Selatan,Besar,NORMAL,0.0,NORMAL,0.118,NORMAL,0.0,3,0.039,0.118,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
430,EMP-0932,Perkebunan & Agribisnis,Jawa Timur,Kecil,NORMAL,0.0,NORMAL,0.118,NORMAL,0.0,3,0.039,0.118,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
431,EMP-0142,Manufaktur,Sulawesi Selatan,Menengah,NORMAL,0.0,NORMAL,0.117,NORMAL,0.0,3,0.039,0.117,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
432,EMP-0029,Manufaktur,DKI Jakarta,Kecil,NORMAL,0.0,NORMAL,0.115,NORMAL,0.0,3,0.038,0.115,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
433,EMP-0285,Konstruksi,Sumatera Utara,Besar,NORMAL,0.0,NORMAL,0.113,NORMAL,0.0,3,0.038,0.113,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
434,EMP-0501,Perdagangan & Ritel,Sulawesi Selatan,Besar,NORMAL,0.0,NORMAL,0.111,NORMAL,0.0,3,0.037,0.111,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
435,EMP-1006,Perkebunan & Agribisnis,Sulawesi Selatan,Besar,NORMAL,0.0,NORMAL,0.108,NORMAL,0.0,3,0.036,0.108,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
436,EMP-0519,Jasa Keuangan,DKI Jakarta,Kecil,NORMAL,0.0,NORMAL,0.105,NORMAL,0.0,3,0.035,0.105,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
437,EMP-0418,Perdagangan & Ritel,Jawa Timur,Kecil,NORMAL,0.0,NORMAL,0.102,NORMAL,0.0,3,0.034,0.102,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
438,EMP-0506,Perdagangan & Ritel,Sulawesi Selatan,Besar,NORMAL,0.0,NORMAL,0.102,NORMAL,0.0,3,0.034,0.102,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
439,EMP-0292,Konstruksi,Sumatera Utara,Besar,NORMAL,0.0,NORMAL,0.1,NORMAL,0.0,3,0.033,0.1,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
440,EMP-0475,Perdagangan & Ritel,Sumatera Utara,Menengah,NORMAL,0.0,NORMAL,0.1,NORMAL,0.0,3,0.033,0.1,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
441,EMP-1005,Perkebunan & Agribisnis,Sulawesi Selatan,Besar,NORMAL,0.0,NORMAL,0.099,NORMAL,0.0,3,0.033,0.099,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
442,EMP-0481,Perdagangan & Ritel,Sulawesi Selatan,Besar,NORMAL,0.0,NORMAL,0.095,NORMAL,0.0,3,0.032,0.095,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
443,EMP-0333,Konstruksi,Sulawesi Selatan,Kecil,NORMAL,0.0,NORMAL,0.094,NORMAL,0.0,3,0.031,0.094,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
444,EMP-0163,Manufaktur,Sulawesi Selatan,Menengah,NORMAL,0.0,NORMAL,0.092,NORMAL,0.0,3,0.031,0.092,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
445,EMP-1004,Perkebunan & Agribisnis,Sulawesi Selatan,Besar,NORMAL,0.0,NORMAL,0.089,NORMAL,0.0,3,0.03,0.089,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
446,EMP-0877,Perkebunan & Agribisnis,DKI Jakarta,Menengah,NORMAL,0.0,NORMAL,0.083,NORMAL,0.0,3,0.028,0.083,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
447,EMP-0883,Perkebunan & Agribisnis,DKI Jakarta,Menengah,NORMAL,0.0,NORMAL,0.083,NORMAL,0.0,3,0.028,0.083,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
448,EMP-0295,Konstruksi,Sumatera Utara,Besar,NORMAL,0.0,NORMAL,0.082,NORMAL,0.0,3,0.027,0.082,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
449,EMP-0996,Perkebunan & Agribisnis,Sulawesi Selatan,Besar,NORMAL,0.0,NORMAL,0.079,NORMAL,0.0,3,0.026,0.079,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
450,EMP-0137,Manufaktur,Sulawesi Selatan,Menengah,NORMAL,0.0,NORMAL,0.078,NORMAL,0.0,3,0.026,0.078,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
451,EMP-1015,Perkebunan & Agribisnis,Sulawesi Selatan,Besar,NORMAL,0.0,NORMAL,0.073,NORMAL,0.0,3,0.024,0.073,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
452,EMP-0001,Manufaktur,DKI Jakarta,Kecil,NORMAL,0.0,NORMAL,0.072,NORMAL,0.0,3,0.024,0.072,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
453,EMP-0863,Perkebunan & Agribisnis,DKI Jakarta,Menengah,NORMAL,0.0,NORMAL,0.072,NORMAL,0.0,3,0.024,0.072,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
454,EMP-0014,Manufaktur,DKI Jakarta,Kecil,NORMAL,0.0,NORMAL,0.071,NORMAL,0.0,3,0.024,0.071,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
455,EMP-0454,Perdagangan & Ritel,Sumatera Utara,Menengah,NORMAL,0.0,NORMAL,0.07,NORMAL,0.0,3,0.023,0.07,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
456,EMP-0525,Jasa Keuangan,DKI Jakarta,Kecil,NORMAL,0.0,NORMAL,0.068,NORMAL,0.0,3,0.023,0.068,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
457,EMP-0990,Perkebunan & Agribisnis,Sulawesi Selatan,Besar,NORMAL,0.0,NORMAL,0.068,NORMAL,0.0,3,0.023,0.068,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
458,EMP-0509,Perdagangan & Ritel,Sulawesi Selatan,Besar,NORMAL,0.0,NORMAL,0.067,NORMAL,0.0,3,0.022,0.067,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
459,EMP-0533,Jasa Keuangan,DKI Jakarta,Kecil,NORMAL,0.0,NORMAL,0.064,NORMAL,0.0,3,0.021,0.064,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
460,EMP-0882,Perkebunan & Agribisnis,DKI Jakarta,Menengah,NORMAL,0.0,NORMAL,0.064,NORMAL,0.0,3,0.021,0.064,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
461,EMP-0522,Jasa Keuangan,DKI Jakarta,Kecil,NORMAL,0.0,NORMAL,0.063,NORMAL,0.0,3,0.021,0.063,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
462,EMP-0434,Perdagangan & Ritel,Jawa Timur,Kecil,NORMAL,0.0,NORMAL,0.059,NORMAL,0.0,3,0.02,0.059,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
463,EMP-0919,Perkebunan & Agribisnis,Jawa Timur,Kecil,NORMAL,0.0,NORMAL,0.058,NORMAL,0.0,3,0.019,0.058,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
464,EMP-0348,Perdagangan & Ritel,DKI Jakarta,Menengah,NORMAL,0.0,NORMAL,0.057,NORMAL,0.0,3,0.019,0.057,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
465,EMP-0363,Perdagangan & Ritel,DKI Jakarta,Menengah,NORMAL,0.0,NORMAL,0.054,NORMAL,0.0,3,0.018,0.054,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
466,EMP-0539,Jasa Keuangan,DKI Jakarta,Kecil,NORMAL,0.0,NORMAL,0.05,NORMAL,0.0,3,0.017,0.05,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
467,EMP-0858,Perkebunan & Agribisnis,DKI Jakarta,Menengah,NORMAL,0.0,NORMAL,0.05,NORMAL,0.0,3,0.017,0.05,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
