employer_id,sektor_usaha,wilayah,skala,anomaly_type,detail
EMP-0973,Perkebunan & Agribisnis,Sumatera Utara,Menengah,CLEAN,-
EMP-0974,Perkebunan & Agribisnis,Sumatera Utara,Menengah,CLEAN,-
EMP-0975,Perkebunan & Agribisnis,Sumatera Utara,Menengah,CLEAN,-
EMP-0976,Perkebunan & Agribisnis,Sumatera Utara,Menengah,CLEAN,-
EMP-0977,Perkebunan & Agribisnis,Sumatera Utara,Menengah,CLEAN,-
EMP-0978,Perkebunan & Agribisnis,Sumatera Utara,Menengah,CLEAN,-
EMP-0979,Perkebunan & Agribisnis,Sumatera Utara,Menengah,CLEAN,-
EMP-0980,Perkebunan & Agribisnis,Sumatera Utara,Menengah,CLEAN,-
EMP-0981,Perkebunan & Agribisnis,Sumatera Utara,Menengah,CLEAN,-
EMP-0982,Perkebunan & Agribisnis,Sumatera Utara,Menengah,CLEAN,-
EMP-0983,Perkebunan & Agribisnis,Sumatera Utara,Menengah,CLEAN,-
EMP-0984,Perkebunan & Agribisnis,Sumatera Utara,Menengah,CLEAN,-
EMP-0985,Perkebunan & Agribisnis,Sumatera Utara,Menengah,CLEAN,-
EMP-0986,Perkebunan & Agribisnis,Sumatera Utara,Menengah,CLEAN,-
EMP-0987,Perkebunan & Agribisnis,Sulawesi Selatan,Besar,CLEAN,-
EMP-0988,Perkebunan & Agribisnis,Sulawesi Selatan,Besar,CLEAN,-
EMP-0989,Perkebunan & Agribisnis,Sulawesi Selatan,Besar,CLEAN,-
EMP-0990,Perkebunan & Agribisnis,Sulawesi Selatan,Besar,CLEAN,-
EMP-0991,Perkebunan & Agribisnis,Sulawesi Selatan,Besar,CLEAN,-
EMP-0992,Perkebunan & Agribisnis,Sulawesi Selatan,Besar,CLEAN,-
EMP-0993,Perkebunan & Agribisnis,Sulawesi Selatan,Besar,CLEAN,-
EMP-0994,Perkebunan & Agribisnis,Sulawesi Selatan,Besar,CLEAN,-
EMP-0995,Perkebunan & Agribisnis,Sulawesi Selatan,Besar,CLEAN,-
EMP-0996,Perkebunan & Agribisnis,Sulawesi Selatan,Besar,CLEAN,-
EMP-0997,Perkebunan & Agribisnis,Sulawesi Selatan,Besar,CLEAN,-
EMP-0998,Perkebunan & Agribisnis,Sulawesi Selatan,Besar,CLEAN,-
EMP-0999,Perkebunan & Agribisnis,Sulawesi Selatan,Besar,CLEAN,-
EMP-1000,Perkebunan & Agribisnis,Sulawesi Selatan,Besar,CLEAN,-
EMP-1001,Perkebunan & Agribisnis,Sulawesi Selatan,Besar,CLEAN,-
EMP-1002,Perkebunan & Agribisnis,Sulawesi Selatan,Besar,CLEAN,-
EMP-1003,Perkebunan & Agribisnis,Sulawesi Selatan,Besar,CLEAN,-
EMP-1004,Perkebunan & Agribisnis,Sulawesi Selatan,Besar,CLEAN,-
EMP-1005,Perkebunan & Agribisnis,Sulawesi Selatan,Besar,CLEAN,-
EMP-1006,Perkebunan & Agribisnis,Sulawesi Selatan,Besar,CLEAN,-
EMP-1007,Perkebunan & Agribisnis,Sulawesi Selatan,Besar,CLEAN,-
EMP-1008,Perkebunan & Agribisnis,Sulawesi Selatan,Besar,CLEAN,-
EMP-1009,Perkebunan & Agribisnis,Sulawesi Selatan,Besar,COLD_START,"Registrasi baru (2025-11), hanya 2 periode histori -> harus INSUFFICIENT_DATA di Module A"
EMP-1010,Perkebunan & Agribisnis,Sulawesi Selatan,Besar,CLEAN,-
EMP-1011,Perkebunan & Agribisnis,Sulawesi Selatan,Besar,CLEAN,-
EMP-1012,Perkebunan & Agribisnis,Sulawesi Selatan,Besar,CLEAN,-
EMP-1013,Perkebunan & Agribisnis,Sulawesi Selatan,Besar,CLEAN,-
EMP-1014,Perkebunan & Agribisnis,Sulawesi Selatan,Besar,CLEAN,-
EMP-1015,Perkebunan & Agribisnis,Sulawesi Selatan,Besar,CLEAN,-
EMP-1016,Perkebunan & Agribisnis,Sulawesi Selatan,Besar,CLEAN,-
EMP-1017,Perkebunan & Agribisnis,Sulawesi Selatan,Besar,CLEAN_MUTASI_SAH,"Headcount drop ~36% di periode 2025-08, DENGAN resign record matching (242 orang) -> true-negative test untuk confounder-handling Module A"
EMP-1018,Perkebunan & Agribisnis,Sulawesi Selatan,Besar,CLEAN,-
EMP-1019,Perkebunan & Agribisnis,Sulawesi Selatan,Besar,CLEAN,-
EMP-1020,Perkebunan & Agribisnis,Sulawesi Selatan,Besar,CLEAN,-
