rank,employer_id,n_periods,n_gap_periods,longest_run,n_late_paid,total_expected,total_actual,total_shortfall,median_gap_pct,run_start,run_end,first_gap_period,cum_shortfall_pct,status,reason,score_c,score_c_norm
727,EMP-0605,12,0,0,0,2122642000.0,2124160000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
728,EMP-0607,12,0,0,0,3418084000.0,3420488000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
729,EMP-0608,12,0,0,0,1317178000.0,1321354000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
730,EMP-0609,12,0,0,0,1230425000.0,1231678000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
731,EMP-0610,12,0,0,0,1440310000.0,1440925000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
732,EMP-0611,12,0,0,0,1686217000.0,1677126000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
733,EMP-0612,12,0,0,0,3631522000.0,3634083000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
734,EMP-0613,12,0,0,0,55713000.0,55652000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
735,EMP-0617,12,0,0,0,131533000.0,131127000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
736,EMP-0618,12,0,0,0,155471000.0,155357000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
737,EMP-0620,12,0,0,0,144649000.0,145822000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
738,EMP-0621,12,0,0,0,156937000.0,156459000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
739,EMP-0623,12,0,0,0,72763000.0,72631000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
740,EMP-0624,12,0,0,0,97939000.0,97924000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
741,EMP-0625,12,0,0,0,78300000.0,78483000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
742,EMP-0626,12,0,0,0,128338000.0,128153000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
743,EMP-0627,12,0,0,0,64081000.0,63922000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
744,EMP-0630,12,0,0,0,66622000.0,66638000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
745,EMP-0631,12,0,0,0,89097000.0,89126000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
746,EMP-0633,12,0,0,0,121376000.0,121673000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
747,EMP-0634,12,0,0,0,146307000.0,146938000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
748,EMP-0636,12,0,0,0,133828000.0,133724000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
749,EMP-0637,12,0,0,0,164326000.0,165174000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
750,EMP-0638,12,0,0,0,93702000.0,93616000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
751,EMP-0639,12,0,0,0,48777000.0,48680000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
752,EMP-0640,12,0,0,0,81175000.0,81488000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
753,EMP-0641,12,0,0,0,103126000.0,103229000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
754,EMP-0642,12,0,0,0,160788000.0,160956000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
755,EMP-0643,12,0,0,0,54180000.0,54184000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
756,EMP-0644,12,0,0,0,45206000.0,45280000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
757,EMP-0645,12,0,0,0,85773000.0,85879000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
758,EMP-0646,12,0,0,0,90902000.0,91010000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
759,EMP-0647,12,0,0,0,397734000.0,398554000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
760,EMP-0649,12,0,0,0,419971000.0,420108000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
761,EMP-0650,12,0,0,0,332129000.0,331512000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
762,EMP-0651,12,0,0,0,489050000.0,490305000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
763,EMP-0652,12,0,0,0,298745000.0,299241000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
764,EMP-0653,12,0,0,0,191100000.0,191697000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
765,EMP-0656,12,0,0,0,308735000.0,309864000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
766,EMP-0658,12,0,0,0,510047000.0,510375000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
767,EMP-0659,12,0,0,0,638326000.0,637245000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
768,EMP-0660,12,0,0,0,748039000.0,749725000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
769,EMP-0661,12,0,0,0,355435000.0,354502000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
770,EMP-0662,12,0,0,0,588045000.0,586674000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
771,EMP-0665,12,0,0,0,425651000.0,424509000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
772,EMP-0667,12,0,0,0,504365000.0,503716000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
773,EMP-0668,12,0,0,0,807124000.0,806030000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
774,EMP-0670,12,0,0,0,562094000.0,560304000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
775,EMP-0672,12,0,0,0,574759000.0,575936000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
776,EMP-0673,12,0,0,0,272178000.0,273007000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
777,EMP-0674,12,0,0,0,450303000.0,449412000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
778,EMP-0675,12,0,0,0,601518000.0,602447000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
779,EMP-0677,12,0,0,0,616650000.0,619095000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
780,EMP-0686,12,0,0,0,2975719000.0,2974583000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
781,EMP-0687,12,0,0,0,2372118000.0,2376241000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
782,EMP-0689,12,0,0,0,4217752000.0,4216059000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
783,EMP-0690,12,0,0,0,2981460000.0,2977367000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
784,EMP-0693,12,0,0,0,1899327000.0,1895898000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
785,EMP-0695,12,0,0,0,3626194000.0,3634366000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
786,EMP-0696,12,0,0,0,4585984000.0,4599542000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
787,EMP-0697,12,0,0,0,3429757000.0,3427031000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
788,EMP-0699,12,0,0,0,1800214000.0,1803668000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
789,EMP-0700,12,0,0,0,3518987000.0,3513508000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
790,EMP-0701,12,0,0,0,2982667000.0,2967924000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
791,EMP-0702,12,0,0,0,3194196000.0,3169422000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
792,EMP-0703,12,0,0,0,2676033000.0,2665052000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
793,EMP-0704,12,0,0,0,3178431000.0,3189332000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
794,EMP-0705,12,0,0,0,2393782000.0,2402449000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
795,EMP-0709,12,0,0,0,1801223000.0,1799834000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
796,EMP-0711,12,0,0,0,3701213000.0,3709761000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
797,EMP-0712,12,0,0,0,2271719000.0,2273675000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
798,EMP-0713,12,0,0,0,3181868000.0,3172969000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
799,EMP-0714,12,0,0,0,3012157000.0,3005043000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
800,EMP-0715,12,0,0,0,212863000.0,213461000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
801,EMP-0716,12,0,0,0,93465000.0,93614000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
802,EMP-0717,12,0,0,0,106641000.0,107426000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
803,EMP-0719,12,0,0,0,89050000.0,89308000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
804,EMP-0720,12,0,0,0,119911000.0,119625000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
805,EMP-0721,12,0,0,0,102152000.0,102011000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
806,EMP-0725,12,0,0,0,221589000.0,221866000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
807,EMP-0726,12,0,0,0,69396000.0,69264000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
808,EMP-0728,12,0,0,0,207959000.0,207756000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
809,EMP-0729,12,0,0,0,165398000.0,165745000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
810,EMP-0730,12,0,0,0,156694000.0,156814000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
811,EMP-0732,12,0,0,0,200605000.0,200999000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
812,EMP-0733,12,0,0,0,169270000.0,169194000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
813,EMP-0734,12,0,0,0,234308000.0,233371000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
814,EMP-0735,12,0,0,0,201780000.0,201554000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
815,EMP-0737,12,0,0,0,205551000.0,205285000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
816,EMP-0739,12,0,0,0,130432000.0,130517000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
817,EMP-0740,12,0,0,0,211870000.0,211884000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
818,EMP-0741,12,0,0,0,128416000.0,128983000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
819,EMP-0743,12,0,0,0,167173000.0,167780000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
820,EMP-0745,12,0,0,0,113863000.0,114789000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
821,EMP-0746,12,0,0,0,147465000.0,147333000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
822,EMP-0747,12,0,0,0,209707000.0,210336000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
823,EMP-0748,12,0,0,0,123645000.0,124078000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
824,EMP-0750,12,0,0,0,763062000.0,764201000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
825,EMP-0751,12,0,0,0,299844000.0,300714000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
826,EMP-0753,12,0,0,0,733416000.0,736562000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
827,EMP-0754,12,0,0,0,322963000.0,324127000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
828,EMP-0755,12,0,0,0,575329000.0,572195000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
829,EMP-0756,12,0,0,0,689567000.0,689982000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
830,EMP-0757,12,0,0,0,647412000.0,646881000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
831,EMP-0758,12,0,0,0,267196000.0,266715000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
832,EMP-0759,12,0,0,0,293254000.0,294068000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
833,EMP-0760,12,0,0,0,582373000.0,582427000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
834,EMP-0761,12,0,0,0,496642000.0,493962000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
835,EMP-0762,2,0,0,0,48476000.0,48590000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
836,EMP-0764,12,0,0,0,313450000.0,314269000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
837,EMP-0766,12,0,0,0,914904000.0,914722000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
838,EMP-0767,12,0,0,0,774146000.0,771189000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
839,EMP-0769,12,0,0,0,714839000.0,715155000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
840,EMP-0770,12,0,0,0,823106000.0,822875000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
841,EMP-0771,12,0,0,0,818287000.0,817427000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
842,EMP-0772,12,0,0,0,974683000.0,976466000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
843,EMP-0773,12,0,0,0,264398000.0,265258000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
844,EMP-0774,12,0,0,0,662251000.0,663120000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
845,EMP-0775,12,0,0,0,777996000.0,779129000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
846,EMP-0776,12,0,0,0,843181000.0,844380000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
847,EMP-0777,12,0,0,0,394471000.0,393952000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
848,EMP-0778,12,0,0,0,542507000.0,541737000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
849,EMP-0779,12,0,0,0,787992000.0,788191000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
850,EMP-0780,12,0,0,0,741751000.0,742980000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
851,EMP-0781,12,0,0,0,759433000.0,760433000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
852,EMP-0782,12,0,0,0,353869000.0,353895000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
853,EMP-0783,12,0,0,0,1326881000.0,1327204000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
854,EMP-0784,12,0,0,0,2827466000.0,2832481000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
855,EMP-0786,12,0,0,0,2652948000.0,2667464000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
856,EMP-0788,12,0,0,0,3180174000.0,3188997000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
857,EMP-0789,2,0,0,0,287870000.0,285305000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
858,EMP-0790,12,0,0,0,1176109000.0,1176604000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
859,EMP-0791,12,0,0,0,2239339000.0,2247289000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
860,EMP-0792,12,0,0,0,2925993000.0,2914561000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
861,EMP-0793,2,0,0,0,448046000.0,446252000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
862,EMP-0795,12,0,0,0,3252569000.0,3249799000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
863,EMP-0798,12,0,0,0,2401862000.0,2405598000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
864,EMP-0800,12,0,0,0,2249261000.0,2243508000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
865,EMP-0802,12,0,0,0,2836291000.0,2831455000.0,0.0,0.0,,,,0.0,NORMAL,Setoran sesuai dengan yang seharusnya (selisih dalam toleransi 2% / Rp10.000).,0.0,0.0
